
======================================================================
Điểm Trung Tâm: Centroid {Exam3=42.605893186003684, Exam4=67.8342541436464, Exam5=78.33517495395948, Exam6=74.097605893186, Exam1=61.76611418047882, Exam2=57.93922651933702, Exam7=63.36279926335175}
MSSV             KHOẢNG CÁCH TỚI TT         
SID20131220     47.07935019090512     
SID20131265     34.65889056304114     
SID20131364     42.02083608871831     
SID20131420     46.92644633264669     
SID20131443     34.2588083716601     
SID20131501     14.741955475115605     
SID20131529     37.94132844385925     
SID20131649     34.55983711578661     
SID20131767     36.97990125100604     
SID20131800     57.73573841773371     
SID20131943     49.857930970871834     
SID20131978     27.88005787154859     
SID20132137     43.796482519313635     
SID20132222     39.44996157845436     
SID20132245     38.77867527890592     
SID20132304     38.37566590607771     
SID20132424     29.20779088962433     
SID20132513     62.63179270539684     
SID20132536     38.10853965331622     
SID20132572     46.59086078106445     
SID20132579     49.844631745508885     
SID20132626     32.00013269476539     
SID20132704     15.084208774776547     
SID20132741     82.65870511420214     
SID20132744     44.38089802409932     
SID20132777     37.16269073576352     
SID20132856     41.26618464608794     
SID20132880     62.15504601224762     
SID20133095     28.306290140945112     
SID20133098     23.02275323491397     
SID20133306     44.70432041896661     
SID20133388     26.68255551340026     
SID20133390     31.75900885568509     
SID20133455     27.979360039980637     
SID20133520     37.8026914818838     
SID20133527     43.25183463929494     
SID20133549     72.7882927695505     
SID20133625     71.2272917697347     
SID20133750     45.894919843448385     
SID20133756     72.78686324588416     
SID20133822     33.73326230943163     
SID20134240     42.65253445061455     
SID20134260     24.530494098836513     
SID20134484     29.481073974419097     
SID20134602     38.02319761592013     
SID20134704     40.29704647650209     
SID20134792     38.01317042815671     
SID20134829     36.222572945956415     
SID20135100     65.94286565775425     
SID20135178     53.33599690778656     
SID20135211     37.40374045511007     
SID20135280     37.3679778270656     
SID20135298     28.663559665603078     
SID20135331     39.323646731940194     
SID20135377     30.706944026576227     
SID20135382     51.44511301089334     
SID20135405     35.58595568510403     
SID20135406     91.79228905752366     
SID20135484     66.3643829819758     
SID20135675     40.8925198466307     
SID20135793     46.329781348634086     
SID20135822     50.50125559436936     
SID20135859     40.498155186550164     
SID20135890     71.14925576289149     
SID20135953     39.04185343154516     
SID20136060     39.443565565120494     
SID20136107     16.254457465883544     
SID20136164     38.40653459348749     
SID20136246     61.07108154249346     
SID20136637     50.22959462034155     
SID20136649     31.477800983063762     
SID20136780     35.98712199113049     
SID20136794     41.50015224223884     
SID20136798     48.3999720602108     
SID20136814     47.68807124314667     
SID20136916     49.107684346868666     
SID20136918     29.913676030558833     
SID20137042     43.797197355148576     
SID20137097     47.02645334112909     
SID20137184     32.407130704140194     
SID20137467     54.397023050824984     
SID20137473     41.31566956270288     
SID20137547     46.775306549456936     
SID20137649     40.56422076528461     
SID20137809     52.207910809053914     
SID20137844     33.91269832354662     
SID20138039     29.573257400159246     
SID20138091     60.67746162156244     
SID20138292     41.96987895216945     
SID20138433     35.9125859996521     
SID20138449     42.2096104943071     
SID20138501     49.261388198592115     
