
======================================================================
Điểm Trung Tâm: Centroid {Exam3=78.51937984496124, Exam4=78.12868217054263, Exam5=69.18449612403101, Exam6=77.47906976744186, Exam1=75.56589147286822, Exam2=47.04496124031008, Exam7=75.4046511627907}
MSSV             KHOẢNG CÁCH TỚI TT         
SID20131189     54.76604403599188     
SID20131231     35.59377022144477     
SID20131278     25.85154782771501     
SID20131526     34.17089129522878     
SID20131649     43.33207145477244     
SID20131754     28.92138847177203     
SID20131811     34.243544713507696     
SID20131830     47.16553610854505     
SID20132013     30.255043238569442     
SID20132032     32.462312762568814     
SID20132222     33.40807423832511     
SID20132300     46.27141245261435     
SID20132304     45.38833522724797     
SID20132382     33.02921255007124     
SID20132536     51.30950512123763     
SID20132572     42.103400379758504     
SID20132627     39.32185081408587     
SID20132664     43.03245807026664     
SID20132880     49.239993335634075     
SID20132992     28.003519399033532     
SID20133098     39.5182251877265     
SID20133120     31.71596640634866     
SID20133222     24.944034370366627     
SID20133308     41.59330835942766     
SID20133314     33.31385001178963     
SID20133325     47.73707266353881     
SID20133385     41.419392692072506     
SID20133442     27.25828595116745     
SID20133468     40.678568508999305     
SID20133625     33.750294369825525     
SID20133750     36.463938407122235     
SID20133819     33.706303982925974     
SID20134016     49.99941284433807     
SID20134062     34.110084636744105     
SID20134103     27.235354607430992     
SID20134198     33.34708542712519     
SID20134275     58.76220808250867     
SID20134363     33.13124309884378     
SID20134382     28.77930265872932     
SID20134445     43.070181211422366     
SID20134504     28.59324820509369     
SID20134601     54.65697298269702     
SID20134637     26.135399637960838     
SID20134645     44.090641814689796     
SID20134659     46.18616069578981     
SID20134757     33.90804090871266     
SID20134900     28.06813771068542     
SID20134979     33.62578211377476     
SID20135146     42.75426681970102     
SID20135153     88.63492870817994     
SID20135339     30.82692693593448     
SID20135373     38.373321818865485     
SID20135426     37.7951050659884     
SID20135449     40.59915851807102     
SID20135559     43.821150404377285     
SID20135573     33.07726750902847     
SID20135820     79.86515892653037     
SID20135873     34.85349467385027     
SID20135945     65.61935251367117     
SID20135953     42.99911895045052     
SID20136097     53.70769477995688     
SID20136246     41.4114939046422     
SID20136281     34.46128326787152     
SID20136513     32.5471662201889     
SID20136527     48.07091222982997     
SID20136572     34.20331659611254     
SID20136638     38.386975518132736     
SID20136724     64.44815389592252     
SID20136800     51.44828258457798     
SID20136871     37.24342985983293     
SID20136943     51.44575119274974     
SID20137002     39.06482643790345     
SID20137027     56.250259309406374     
SID20137140     76.20224140309837     
SID20137187     70.50097727270499     
SID20137360     37.635236842889924     
SID20137361     42.78377452139933     
SID20137398     46.13934285614788     
SID20137405     43.10895028710486     
SID20137763     28.981071841611318     
SID20137868     31.659504584168605     
SID20137917     45.871021212789024     
SID20137992     30.83102556665505     
SID20138022     27.29753172480858     
SID20138035     65.35082579482359     
SID20138050     51.985748325522884     
SID20138091     62.858770316550036     
SID20138204     27.827183427212635     
SID20138311     43.45155243267571     
SID20138349     41.136511794366044     
SID20138394     44.46102951173843     
SID20138432     36.51730244420876     
SID20138442     49.24150465717502     
SID20138452     63.491293777601925     
SID20138486     47.11368616775218     
SID20138520     30.05945345715553     
SID20138530     32.87835528153544     
SID20138633     38.481106381501704     
SID20138692     79.21493799188148     
SID20138866     40.70367731291687     
SID20138918     40.499825412240604     
SID20138945     51.37239219782739     
SID20139236     37.7780570550694     
SID20139325     69.62063456796969     
SID20139329     37.03750725539299     
SID20139360     34.92663692583501     
SID20139373     38.60515948732922     
SID20139454     49.639477423589845     
SID20139569     46.851871616039475     
SID20139613     33.53018144484601     
SID20139795     38.70418779661463     
SID20139913     56.62320899071746     
SID20139962     44.56551885510895     
SID20141126     38.6085528678038     
SID20141430     48.673283961535454     
SID20141516     51.46191680920741     
SID20141553     36.97449631572842     
SID20141561     39.85417466548431     
SID20141740     50.298845343785906     
SID20141776     47.28465881443118     
SID20141779     35.34391669819937     
SID20141961     29.639595575240733     
SID20141974     44.86009481135751     
SID20142066     16.636800931779984     
SID20142097     41.833318731561185     
SID20142442     47.724550889943174     
SID20142447     43.443523503405686     
SID20142503     43.31176198954534     
SID20142532     37.93711910133388     
SID20142834     35.566122036518735     
SID20142921     44.21377120138392     
SID20143071     33.38890241020815     
SID20143107     30.182574383350172     
SID20143111     56.192707307496775     
SID20143162     35.13813557376464     
SID20143185     42.20518592409096     
SID20143300     32.77955802498629     
SID20143321     32.572522035533304     
SID20143337     34.94742737494988     
SID20143437     53.21166056103005     
SID20143483     69.32069199771541     
SID20143671     42.718442338014974     
SID20143736     44.93796117477963     
SID20143752     41.89009482525053     
SID20143766     21.36980150964217     
SID20143814     34.897393978404544     
SID20143901     60.28567815165485     
SID20144017     40.68832430060204     
SID20144148     51.52114232510752     
SID20144162     62.45265032679219     
SID20144302     32.96350174919613     
SID20144353     30.145516042883344     
SID20144361     47.50406149396039     
SID20144411     37.026308029952794     
SID20144674     30.499920667889462     
SID20144691     30.81286675476296     
SID20144729     53.784022996981165     
SID20144764     28.191678597467373     
SID20144766     31.39165268701172     
SID20144878     46.790828106115825     
SID20144894     47.30604839775901     
SID20144963     49.933290827268486     
SID20145133     58.0396834129032     
SID20145134     56.04645261450569     
SID20145183     44.90223883305173     
SID20145232     45.91411140231105     
SID20145243     49.857939718720964     
SID20145270     34.11374336435312     
SID20145417     30.621194683557437     
SID20145436     46.967383184803595     
SID20145529     40.48014402114149     
SID20145553     36.67170780036857     
SID20145723     46.993470248736365     
SID20145780     33.6706374667041     
SID20145831     58.15483381139759     
SID20145874     37.4527118626119     
SID20146091     67.25588218051514     
SID20146207     43.65254157037999     
SID20146477     41.45117850564977     
SID20146534     61.03312264641518     
SID20146577     41.29390083316021     
SID20146743     21.156967026745757     
SID20146817     31.996248052384548     
SID20146826     48.764727509949694     
SID20146895     35.149605590257366     
SID20147222     51.472927010333464     
SID20147407     35.05588293267497     
SID20147520     30.495218297990995     
SID20147589     42.49279243365357     
SID20147597     55.296706781711606     
SID20147631     47.25981508626394     
SID20147638     39.815254150553066     
SID20147670     40.974223863456736     
SID20147718     41.93500191431679     
SID20147719     46.146180415599964     
SID20147770     33.200638097028744     
SID20147792     34.56171042373652     
SID20147803     39.47384824958509     
SID20147961     48.66546343445408     
SID20148072     31.013978560866835     
SID20148076     75.6947780518144     
SID20148088     23.94334814593552     
SID20148159     44.42293437777437     
SID20148274     33.40867753130858     
SID20148337     68.40772802666967     
SID20148359     45.18384716321177     
SID20148365     67.76827970659254     
SID20148478     43.25398451300674     
SID20148518     37.195130311468006     
SID20148587     29.64681319873309     
SID20148648     34.61314731354405     
SID20148725     34.20422315559563     
SID20148765     35.25416306566827     
SID20148980     55.364432215511805     
SID20149001     42.842348980581214     
SID20149017     31.108490545241263     
SID20149070     32.06050792641142     
SID20149152     29.61866498994022     
SID20149271     39.06048040846142     
SID20149602     33.82575342628866     
SID20149692     43.15576849676067     
SID20149769     37.64065360960678     
SID20149772     43.06652738383476     
SID20151242     25.721138071502352     
SID20151274     30.53446721132259     
SID20151380     37.230314577481735     
SID20151565     43.283545554706016     
SID20151731     47.647984554075116     
SID20151733     48.10302458994693     
SID20151952     46.25928155235227     
SID20151983     42.37349853153283     
SID20152052     34.73798110555919     
SID20152063     60.75445724781215     
SID20152067     43.06204517194884     
SID20152117     31.269003615467827     
SID20152236     48.70482408786342     
SID20152460     30.03086599959342     
SID20152580     62.05476611797722     
SID20152611     39.12841368681813     
SID20152638     37.963898164550045     
SID20152675     26.321628112333496     
SID20152753     36.36172978978986     
SID20152758     48.787311361611614     
SID20152923     57.7205259351985     
SID20152964     30.868617029868684     
SID20152993     27.55344710865151     
SID20153013     48.55621099163145     
SID20153090     52.02226906409416     
SID20153198     48.77888933205102     
SID20153251     75.17152611888443     
SID20153272     45.621158709395594     
SID20153274     43.08205850929961     
SID20153316     50.89148096848975     
SID20153407     45.3651016483955     
SID20153485     45.85773634244256     
SID20153618     81.15993520961048     
SID20153698     30.936798005370086     
SID20153824     43.21545317714128     
SID20153881     28.634102525035036     
SID20153998     33.67758964754576     
SID20154116     28.267057789879527     
SID20154158     74.69389864025632     
SID20154268     41.90215862198103     
SID20154299     32.08806024614069     
SID20154342     47.40995755615304     
SID20154407     34.074636016578076     
SID20154579     46.51238275873253     
SID20154593     75.7577138465726     
SID20154607     49.939050117508486     
SID20154655     35.32338155922447     
SID20154730     57.20119704773046     
SID20154760     40.51465671592895     
SID20155054     39.70470709372775     
SID20155081     22.432400732155628     
SID20155294     55.22874390202636     
SID20155580     39.35609895668823     
SID20155585     32.819807043780166     
SID20155697     39.78506456319933     
SID20155774     37.34515583879012     
SID20155833     36.28789126169251     
SID20155851     79.57991574640499     
SID20155885     39.08787810832301     
SID20155988     40.41465557880894     
SID20156026     32.23593085777004     
SID20156075     43.61167841393959     
SID20156097     44.0043889404099     
SID20156112     47.79672929490247     
SID20156129     49.97359192043055     
SID20156326     52.34153091400719     
SID20156386     47.398592342984074     
SID20156396     49.174332005523084     
SID20156438     41.10895201706497     
SID20156451     45.52375866081376     
SID20156526     39.57121200648623     
SID20156641     43.36567300130459     
SID20156700     33.435536233596906     
SID20156747     76.44821045438398     
SID20157279     72.41071624707367     
SID20157547     53.964331152313406     
SID20157553     53.411596579016845     
SID20157659     29.963805780834686     
SID20157729     32.72955018513384     
SID20157752     43.00883501595599     
SID20157835     40.07845269031574     
SID20157860     22.49179449626641     
SID20158019     71.27874237271533     
SID20158111     45.123501992480385     
SID20158295     21.425411583508616     
SID20158307     50.58334328721158     
SID20158340     32.77927423940744     
SID20158434     57.410545565626705     
SID20158538     55.298963763398774     
SID20158637     36.91498988997571     
SID20158682     33.1336529709171     
SID20158694     19.80044352655582     
SID20158796     32.07861295021289     
SID20158836     30.71194320327508     
SID20158868     39.645974578542464     
SID20159012     38.01130245382186     
SID20159041     26.5473141660267     
SID20159048     33.47175434664465     
SID20159074     39.49432554044743     
SID20159175     40.128227198717525     
SID20159227     48.559946628486976     
SID20159257     32.28526264417505     
SID20159278     30.886165807152736     
SID20159327     31.561828792333042     
SID20159457     33.04669303330477     
SID20159502     40.523304208854505     
SID20159541     33.82996994048188     
SID20159558     37.45012453135794     
SID20159565     43.367996786151835     
SID20159712     46.395972303841944     
SID20159812     72.36470004021534     
SID20159927     37.37864350407751     
SID20161188     23.68698097530151     
SID20161221     46.757466405094284     
SID20161402     34.72378557672765     
SID20161416     37.50468970535336     
SID20161443     27.58255062049279     
SID20161494     35.13039119556958     
SID20161530     32.772888414223075     
SID20161572     50.63747315851508     
SID20161601     53.24237585893533     
SID20161608     40.976380579532815     
SID20161648     68.80981686635752     
SID20161861     38.03635814050173     
SID20161923     51.4774749969866     
SID20162122     45.741930769426354     
SID20162174     29.283726429806855     
SID20162187     14.250044399885711     
SID20162190     43.221533692142856     
SID20162358     58.58930940241083     
SID20162375     44.32550718383423     
SID20162488     30.44217109377368     
SID20162603     24.389352381413506     
SID20162653     41.11851143284467     
SID20162803     40.31240655167912     
SID20162902     61.78252843371077     
SID20162908     41.14165599999556     
SID20163049     70.70636001657887     
SID20163094     39.32898666067183     
SID20163227     33.35361697625482     
SID20163252     43.69961113626447     
SID20163311     38.94229737815473     
SID20163410     57.37715733637704     
SID20163436     34.940173201963525     
SID20163494     46.10981379478139     
SID20163580     35.83939473555764     
SID20163612     41.34858674566558     
SID20163648     36.77547903728746     
SID20163801     28.990672883462423     
SID20163930     43.905114898334155     
SID20164001     38.075000011343796     
SID20164036     41.87140017954515     
SID20164136     36.98573218896381     
SID20164217     39.63742904001961     
SID20164235     30.58631524272573     
SID20164391     35.87487144308155     
SID20164501     59.767730380666784     
SID20164596     46.26090700944695     
SID20164605     37.59500891915405     
SID20164607     41.798670812333064     
SID20164631     55.21841239771654     
SID20164653     53.82553108336662     
SID20164748     43.98673388246478     
SID20164916     38.565119169548865     
SID20164957     46.20138137943179     
SID20164982     24.546590052961974     
SID20165102     44.51058803890662     
SID20165173     38.81067400292739     
SID20165190     39.45809530094628     
SID20165268     44.26299360196977     
SID20165339     42.25287713119463     
SID20165461     23.904367888701927     
SID20165522     57.108575072348486     
SID20165640     34.643323879641244     
SID20165687     35.10304054239739     
SID20165746     30.760619359551427     
SID20165787     45.74796354483431     
SID20165791     47.38585025256383     
SID20165818     46.31869930096913     
SID20165910     49.53432963017005     
SID20165960     32.30494547020351     
SID20166031     17.91202137070969     
SID20166301     40.277258643660524     
SID20166606     40.154645414253764     
SID20166638     52.12125291768024     
SID20166648     44.75007476815321     
SID20166772     52.09276354217281     
SID20166806     42.07768984215956     
SID20166813     28.90280769286086     
SID20166839     44.515603547488425     
SID20166911     28.873531471960263     
SID20167084     26.581719214649492     
SID20167118     31.12269115827868     
SID20167132     36.70887201724617     
SID20167212     28.97754085366538     
SID20167422     38.4386983759931     
SID20167569     24.092461707661766     
SID20167692     54.60625980929251     
SID20167740     44.501356632611774     
SID20167752     80.62249218437042     
SID20167970     35.49700563159613     
SID20168048     38.328954155299144     
SID20168088     40.39176615537691     
SID20168102     21.314446412323974     
SID20168118     29.535870418318574     
SID20168281     18.999842050839614     
SID20168588     20.445356504791402     
SID20168634     30.535635014009312     
SID20168835     60.40802001123514     
SID20168875     50.14411987109531     
SID20168931     43.89275387712753     
SID20168951     37.38863834143498     
SID20169199     43.19781663808877     
SID20169218     38.16742246329633     
SID20169304     36.049753059227356     
SID20169361     36.9344092561955     
SID20169620     29.92911855520869     
SID20169650     39.27687701083546     
SID20171208     52.181809903246545     
SID20171255     44.00019606514052     
SID20171266     29.053442568629226     
SID20171473     60.072748257659825     
SID20171502     41.20636529217922     
SID20171584     48.334110584750285     
SID20171591     36.83182245346645     
SID20171622     61.030976106142056     
SID20171680     40.60036141211138     
SID20171686     43.51542769603967     
SID20171727     37.359870040321624     
SID20171757     41.9605042919824     
SID20171831     66.75223340550878     
SID20171861     27.255129058075614     
SID20171867     49.42930318607304     
SID20172126     44.33248461067013     
SID20172380     73.70415541262675     
SID20172381     45.95599730045399     
SID20172402     43.14439661412782     
SID20172466     33.28223514506542     
SID20172480     26.086562185137087     
SID20172489     43.49648704842442     
SID20172495     53.64576792778257     
SID20172787     49.23736415533031     
SID20172792     58.27846981920923     
SID20173078     34.69110934698248     
SID20173147     40.977061624184365     
SID20173191     50.902888675164924     
SID20173194     19.975455042586734     
SID20173232     92.52703044136854     
SID20173459     45.59615665637645     
SID20173512     33.238814722525895     
SID20173681     62.94407667647948     
SID20174019     45.57459391327535     
SID20174102     37.15496834039101     
SID20174151     43.11898318763034     
SID20174238     37.12760582418322     
SID20174249     41.18250416280735     
SID20174301     47.54405755517262     
SID20174302     37.99798298772118     
SID20174384     63.664967654778444     
SID20174621     30.999203007563608     
SID20174705     35.112932503062254     
SID20174707     36.89843862754429     
SID20174773     37.60828559298702     
SID20175003     33.11631202274585     
SID20175090     48.701131398636335     
SID20175161     44.4002781030848     
SID20175257     40.623438621056124     
SID20175389     59.038486050763154     
SID20175588     42.58829639942076     
SID20175601     35.09288071712867     
SID20175607     32.76690353007287     
SID20175619     39.220863943818074     
SID20175620     81.01904387750494     
SID20175687     28.274899945872516     
SID20175799     33.1003203497969     
SID20175862     60.95578685773177     
SID20175897     42.25834404431516     
SID20175936     33.07461915223485     
SID20175952     80.08720178299228     
SID20175986     31.221467686008637     
SID20176045     36.672109434282     
SID20176096     41.26806165408711     
SID20176146     22.262845910493407     
SID20176439     57.67592068978369     
SID20176482     35.84317972558481     
SID20176489     35.892197089483695     
SID20176569     39.142160474851465     
SID20176597     36.3321910498663     
SID20176718     32.698935067460546     
SID20176782     29.90447656935474     
SID20176846     37.87474519436731     
SID20176946     20.653363886236992     
SID20176967     40.14966436154168     
SID20176974     38.94864694353383     
SID20176988     34.024116587866914     
SID20177020     45.64040656189587     
SID20177102     33.65076288760915     
SID20177237     25.76404948797585     
SID20177272     48.38841761410641     
SID20177713     36.922108010951334     
SID20177814     31.72219844093164     
SID20177826     37.72086644549293     
SID20177855     36.27344745409396     
SID20178039     49.13922837610206     
SID20178074     43.61246050310792     
SID20178185     40.1630809042869     
SID20178191     78.0128406115457     
SID20178348     53.466183309142004     
SID20178386     74.43511433469334     
SID20178456     36.32553352056585     
SID20178543     48.363163134191815     
SID20178589     52.04534589148779     
SID20178666     44.67687830770179     
SID20178689     78.61614257851784     
SID20178715     74.69287118399447     
SID20178767     40.10830548028038     
SID20178877     36.76175398558111     
SID20178888     62.73857570648049     
SID20178896     46.31563649571671     
SID20179019     46.731114888605504     
SID20179110     33.113549738006455     
SID20179212     24.845698352813994     
SID20179441     58.04199400196632     
SID20179496     31.448053110939654     
SID20179498     42.2455745800701     
SID20179586     34.475946646635535     
SID20179797     34.13253077156135     
SID20179891     44.43985795095479     
SID20179943     40.076189623029784     
SID20181130     36.47307871327934     
SID20181200     39.445657421695     
SID20181275     43.34743590464425     
SID20181437     50.761535958248686     
SID20181667     45.67225895734664     
SID20181767     49.511851665244706     
SID20181849     43.676881378471855     
SID20181882     80.65541719895974     
SID20181898     50.70747737289585     
SID20181920     43.60561674727628     
SID20181952     39.197396066855895     
SID20182024     39.660695179773384     
SID20182083     72.35500474144929     
SID20182161     48.115866755320624     
SID20182164     46.65677296034449     
