
======================================================================
Điểm Trung Tâm: Centroid {Exam3=70.58526011560694, Exam4=66.54720616570327, Exam5=67.96435452793834, Exam6=63.71146435452794, Exam1=82.32129094412332, Exam2=67.71001926782273, Exam7=65.254816955684}
MSSV             KHOẢNG CÁCH TỚI TT         
SID20131151     34.12831290242973     
SID20131171     76.39691965706673     
SID20131176     53.85677258722622     
SID20131177     31.327976744798026     
SID20131184     63.30548719353522     
SID20131189     47.875218425131095     
SID20131191     52.0487851759349     
SID20131208     48.66338635194429     
SID20131220     45.6235531377275     
SID20131278     35.99436543019227     
SID20131314     27.654208161545082     
SID20131331     41.67246504254602     
SID20131364     49.28245170441251     
SID20131384     74.07420853237092     
SID20131433     49.30107777224037     
SID20131438     48.36122636528761     
SID20131443     49.86782073676731     
SID20131446     40.62233750274071     
SID20131477     43.70945330291995     
SID20131506     24.375671084001734     
SID20131582     71.01262423890842     
SID20131618     67.06708693572423     
SID20131675     28.527543526202333     
SID20131753     40.37984301973359     
SID20131754     48.3933378882959     
SID20131804     35.13769950547772     
SID20131811     75.02510130845923     
SID20131823     56.019031721162015     
SID20131830     42.905999415957474     
SID20131850     72.48412840519339     
SID20131851     81.40426915318287     
SID20131862     54.64619013338523     
SID20131872     36.03793932851766     
SID20131889     35.45430351198438     
SID20131931     51.06394917495751     
SID20131936     43.55232858735775     
SID20131943     48.01327417355331     
SID20131946     76.76253280679903     
SID20131983     42.76487141469367     
SID20131998     67.00452151471468     
SID20132095     53.68511388223751     
SID20132171     52.41351191218586     
SID20132193     76.29838827724267     
SID20132222     49.879468669436946     
SID20132300     54.162016350660664     
SID20132356     46.988549908366046     
SID20132371     65.99907256709324     
SID20132388     38.441882763846905     
SID20132511     54.685763098721274     
SID20132530     38.399280557667986     
SID20132556     52.59436814382902     
SID20132572     57.08526334089297     
SID20132626     47.46856710448963     
SID20132627     36.12959610334995     
SID20132654     47.72933611277802     
SID20132672     52.93218229663014     
SID20132710     50.817468964626485     
SID20132735     39.44472398479512     
SID20132743     41.26856361350878     
SID20132766     41.58892471216963     
SID20132816     48.41730060451732     
SID20132830     69.13876281681468     
SID20132838     37.75815352676984     
SID20132852     74.63985416785148     
SID20132884     54.831902234421435     
SID20132911     68.09695660447377     
SID20132928     49.768567741247     
SID20132992     54.15784508938732     
SID20132995     54.86145562979975     
SID20133005     34.69406516612203     
SID20133032     43.61025634330938     
SID20133095     41.54466834580664     
SID20133111     39.57152408057348     
SID20133184     52.208193789783465     
SID20133235     43.07080615361431     
SID20133262     37.47417772148457     
SID20133276     50.79056061833273     
SID20133282     52.20489062113443     
SID20133286     35.50189182923071     
SID20133308     45.93853151747819     
SID20133311     49.6351129651312     
SID20133314     44.56280804692015     
SID20133342     40.06217383511119     
SID20133390     31.90491846864691     
SID20133413     44.85758805286658     
SID20133435     44.500578331260286     
SID20133468     37.93477476612346     
SID20133497     60.45915297906287     
SID20133506     36.27596973875617     
SID20133626     77.12526986768637     
SID20133680     80.5316685619606     
SID20133690     41.465424552040794     
SID20133719     44.029821385495055     
SID20133729     42.23483444507342     
SID20133731     48.73174701757606     
SID20133750     46.50989626544041     
SID20133758     83.82831183365329     
SID20133807     53.28530406981628     
SID20133809     48.03619307993082     
SID20133819     57.46997144815791     
SID20133823     46.63083121491093     
SID20133843     63.92893248156751     
SID20133848     45.975939587457916     
SID20133854     81.15536093578892     
SID20133920     55.745766558167205     
SID20133932     75.8581218526229     
SID20134007     32.43460781257207     
SID20134062     60.66223274369766     
SID20134101     35.469693537975544     
SID20134103     88.31025034358848     
SID20134156     34.82319681424781     
SID20134168     78.3260497233556     
SID20134173     71.40038082011793     
SID20134176     37.1584760030421     
SID20134178     62.770915173052     
SID20134198     74.48659167171401     
SID20134214     49.581853925362424     
SID20134227     79.705581355241     
SID20134249     41.16445620284072     
SID20134275     39.89095115863643     
SID20134333     56.43522321913426     
SID20134351     29.981528156241335     
SID20134382     50.714366247428245     
SID20134384     41.70199959795555     
SID20134424     41.58204425445258     
SID20134428     44.095260863084725     
SID20134445     37.80667698195371     
SID20134476     55.21513300762548     
SID20134491     29.772207231819365     
SID20134504     29.819736641972444     
SID20134541     20.547513614724007     
