
======================================================================
Điểm Trung Tâm: Centroid {Exam3=68.30976695470018, Exam4=68.11180937418172, Exam5=67.91699397748101, Exam6=68.38256087981146, Exam1=68.37653836082744, Exam2=68.4037706205813, Exam7=67.98664571877455}
MSSV             KHOẢNG CÁCH TỚI TT         
SID20131143     52.215250277660765     
SID20131151     47.11295277457433     
SID20131171     62.67959102347502     
SID20131176     47.22840710308641     
SID20131177     105.08795327355134     
SID20131184     41.851459886487085     
SID20131189     58.484200646555216     
SID20131191     38.10097796395951     
SID20131208     46.02730154208592     
SID20131220     44.95619231241002     
SID20131231     50.46228343980143     
SID20131244     58.45081318401799     
SID20131246     42.52438632737381     
SID20131265     41.72477808516563     
SID20131278     39.627660167179265     
SID20131303     34.3815489894976     
SID20131314     52.156042156051655     
SID20131331     58.17377239717458     
SID20131364     47.180757493521064     
SID20131384     43.35606546817975     
SID20131407     43.24295827502088     
SID20131420     32.28092188874316     
SID20131433     46.13541321081021     
SID20131438     55.49705928811841     
SID20131443     42.63128357251009     
SID20131446     32.53622546047227     
SID20131477     60.081835586777245     
SID20131501     53.321801390057345     
SID20131506     39.13449991010025     
SID20131526     46.89521110419665     
SID20131529     61.170836351145574     
SID20131535     50.73699877785179     
SID20131582     82.85079543659039     
SID20131603     44.52504933195833     
SID20131618     57.27578800224904     
SID20131649     50.66760687236497     
SID20131675     81.00586582582388     
SID20131703     56.939676713013355     
SID20131753     49.66267776631024     
SID20131754     42.29810783434993     
SID20131764     28.974536178136134     
SID20131767     51.56676991345158     
SID20131800     39.21267966957937     
SID20131804     35.14980542428343     
SID20131811     38.2261061255811     
SID20131817     49.0758245079711     
SID20131823     80.68840559707823     
SID20131826     47.111596629676534     
SID20131830     46.462998279952174     
SID20131834     41.251990005853244     
SID20131850     38.67292633639163     
SID20131851     52.08320932491433     
SID20131862     46.800698338409276     
SID20131872     41.35673108796804     
SID20131874     41.13253726157024     
SID20131889     38.63239509086087     
SID20131931     54.23103377734504     
SID20131936     41.943499911320146     
SID20131943     51.404729738977146     
SID20131946     49.31740715022615     
SID20131949     50.141465726257955     
SID20131978     55.488969269603544     
SID20131983     41.725531152193525     
SID20131998     48.97727318362037     
SID20132012     82.48389305151314     
SID20132013     38.0158770761616     
SID20132032     50.721929288107184     
SID20132095     37.43280333249666     
SID20132136     41.19253100792265     
SID20132137     49.68507838988773     
SID20132171     48.68384840768417     
SID20132193     42.142727438866764     
SID20132211     106.1328891133947     
SID20132217     41.31678875395201     
SID20132222     32.742791377949445     
SID20132245     49.15143032090152     
SID20132258     40.33949990230252     
SID20132300     53.50839180841867     
SID20132304     42.26572813779238     
SID20132356     46.672989477753504     
SID20132360     51.08277503638973     
SID20132369     42.44841358479918     
SID20132371     46.73800943837419     
SID20132382     38.74663805971192     
SID20132388     55.11127591867056     
SID20132422     52.80930083044848     
SID20132424     51.06249780989175     
SID20132440     23.874207678995017     
SID20132511     50.05115264734995     
SID20132513     37.08660306555941     
SID20132530     46.415031145164235     
SID20132536     55.69672533543213     
SID20132556     47.57899727417928     
SID20132572     45.46785733907254     
SID20132579     53.57807044953938     
SID20132626     48.10860756901083     
SID20132627     50.40219799691642     
SID20132638     51.05580276282204     
SID20132654     43.73659578834282     
SID20132664     43.63844041978334     
SID20132672     51.77121551502168     
SID20132704     58.670040524028025     
SID20132710     56.35376278422345     
SID20132735     43.94939003227078     
SID20132741     50.5585590619507     
SID20132743     44.609724764265984     
SID20132744     38.759851018886174     
SID20132766     34.80904475042362     
SID20132775     82.36734784991232     
SID20132777     36.88375186742778     
SID20132800     36.73115275649355     
SID20132816     46.01855674063951     
SID20132830     37.9844622690073     
SID20132838     40.682158466453394     
SID20132839     56.36219325662146     
SID20132852     47.62878570522339     
SID20132856     62.48110725457962     
SID20132880     60.66321762362804     
SID20132884     49.790943390083406     
SID20132894     35.565698029888324     
SID20132910     86.04222823864139     
SID20132911     76.59701149789878     
SID20132913     65.32222423893397     
SID20132917     86.27018579137805     
SID20132928     43.85216478489722     
SID20132939     79.09807467525688     
SID20132952     37.24604570428415     
SID20132992     30.832459052704166     
SID20132995     25.625575508352913     
SID20133005     67.51724380673153     
SID20133006     75.62043138973587     
SID20133032     33.03449516572609     
SID20133050     51.29613102443659     
SID20133068     47.420059076577495     
SID20133084     48.43525165332954     
SID20133095     73.640500594308     
SID20133098     51.2751440789039     
SID20133106     77.23895241928255     
SID20133111     45.09771819775202     
SID20133120     48.67299596771964     
SID20133121     48.752159199919824     
SID20133123     35.99015092059152     
SID20133184     43.14850158464941     
SID20133204     39.634082354760295     
SID20133211     46.56939284591771     
SID20133222     34.1263044874687     
SID20133223     55.09103415912507     
SID20133226     52.45549788775466     
SID20133235     46.812493852881566     
SID20133262     37.172950874524204     
SID20133276     57.50459113652323     
SID20133282     29.939771910908295     
SID20133286     43.045383008804485     
SID20133306     39.02223800091255     
SID20133308     46.00927530607641     
SID20133311     83.9571350199775     
SID20133314     40.98430903419555     
SID20133325     48.13028161757181     
SID20133342     72.77937511014086     
SID20133350     41.864396575762996     
SID20133376     48.15357183468367     
SID20133385     42.848403094623364     
SID20133388     56.2108638723881     
SID20133390     43.221599019891805     
SID20133413     78.28002317967825     
SID20133435     59.104046771777305     
SID20133442     37.542410996197404     
SID20133455     30.38696570804393     
SID20133467     41.01719917450093     
SID20133468     47.901892485477035     
SID20133486     37.26952282289322     
SID20133497     38.218779353331975     
SID20133506     55.798803434546166     
SID20133507     56.95440445342093     
SID20133520     48.09793837073774     
SID20133527     55.117148177770375     
SID20133542     42.158298391615375     
SID20133549     54.90612615063612     
SID20133560     46.040213728042374     
SID20133561     43.460459252130505     
SID20133618     76.97417839451809     
SID20133625     52.53560542468082     
SID20133626     65.4616478104901     
SID20133628     53.77207966163459     
SID20133658     31.920373358526106     
SID20133680     59.29415752610255     
SID20133690     48.12343709025415     
SID20133719     51.77940850891999     
SID20133729     49.08716400195285     
SID20133731     74.15899281928594     
SID20133750     47.16074029516474     
SID20133751     50.170711948991475     
SID20133756     30.18190547093097     
SID20133758     42.6017663623981     
SID20133797     52.93403778592541     
SID20133807     44.327821929495485     
SID20133809     77.65500372991076     
SID20133812     45.564017068572994     
SID20133819     35.25737927879818     
SID20133822     46.096027223506226     
SID20133823     53.992910682590875     
SID20133843     28.169163130121465     
SID20133848     34.37991532633173     
SID20133854     29.873553845750173     
SID20133872     52.07280637591008     
SID20133911     45.595134146821934     
SID20133920     55.39761813941574     
SID20133932     71.29056672596424     
SID20133955     49.94556919139098     
SID20134007     47.63661378302939     
SID20134016     45.10141372481784     
SID20134062     49.81985665366886     
SID20134063     35.19011765271404     
SID20134101     46.02154677348603     
SID20134103     44.08465988505122     
SID20134138     46.778665742847316     
SID20134143     78.4014487524402     
SID20134156     52.89905307649525     
SID20134161     40.80304846158289     
SID20134168     35.07510808721618     
SID20134173     40.8197077868695     
SID20134176     47.233754281695276     
SID20134178     40.94656782057712     
SID20134198     44.27370648992266     
SID20134214     108.9271471220559     
SID20134227     80.55626062344949     
SID20134240     82.41739449355823     
SID20134249     51.39801813631176     
SID20134260     36.74637669566871     
SID20134273     71.7690011294526     
SID20134275     60.658989531176736     
SID20134333     57.457303817054814     
SID20134351     77.13131087472817     
SID20134363     51.30735491569774     
SID20134382     39.18920737328641     
SID20134384     49.343106190363144     
SID20134409     72.4003322808233     
SID20134421     46.14619569377115     
SID20134424     37.81194488396569     
SID20134428     48.03938439661545     
SID20134445     47.16409651639278     
SID20134454     44.659267428687784     
SID20134476     53.38938414179142     
SID20134484     46.80516011682788     
SID20134491     48.61128336705925     
SID20134504     34.452270450536034     
SID20134538     50.87224315933028     
SID20134541     36.79124207292579     
SID20134563     23.890220848932227     
SID20134581     59.68362120081205     
SID20134601     68.76064451632422     
SID20134602     41.364049612734036     
SID20134607     32.13247156588504     
SID20134637     46.12306417238142     
SID20134645     60.91872596144699     
SID20134659     60.36018316882494     
SID20134683     82.41853347754929     
SID20134703     48.698992057202815     
SID20134704     47.24202749425804     
SID20134723     36.09338861844368     
SID20134757     40.70570583800019     
SID20134761     49.45959385337268     
SID20134792     43.45040540036547     
SID20134805     60.196381918872625     
SID20134816     81.96802458206851     
SID20134820     30.864675996194414     
SID20134828     93.67069195171445     
SID20134829     58.85122260313243     
SID20134830     57.85130325673726     
SID20134852     51.330366677842036     
SID20134870     61.50284714177346     
SID20134889     51.44522273582905     
SID20134891     78.38894337710663     
SID20134894     50.97719401568432     
SID20134899     47.86534964317276     
SID20134900     36.64360669615875     
SID20134904     36.93734455930997     
SID20134923     41.15419814970382     
SID20134974     58.19484294755614     
SID20134979     37.98879463237217     
SID20134991     56.42759402152084     
SID20135002     53.908617966602485     
SID20135020     60.84538027500416     
SID20135023     39.42671860597574     
SID20135072     46.142966888166605     
SID20135073     48.057218527810306     
SID20135090     40.61222103899332     
SID20135098     46.55018715051324     
SID20135100     41.098831535684255     
SID20135122     48.776862302700344     
SID20135142     45.04799218144109     
SID20135146     52.19763284653922     
SID20135153     95.70017631508377     
SID20135154     74.92109175132174     
SID20135166     35.41802949044214     
SID20135169     57.26309322519096     
SID20135178     58.65084840423896     
SID20135211     47.06998736009293     
SID20135226     47.746571171130846     
SID20135261     42.25678428324796     
SID20135280     48.874684620478234     
SID20135282     51.82538154711479     
SID20135291     35.57593396459137     
SID20135297     42.451787692521044     
SID20135298     84.21475339507482     
SID20135307     48.416480536426214     
SID20135312     51.63506248287181     
SID20135331     46.65547930690034     
SID20135339     35.53880408302237     
SID20135364     42.08703742536425     
SID20135373     46.930910841969535     
SID20135377     43.80759124563236     
SID20135382     14.217378594384627     
SID20135405     79.59481738065865     
SID20135406     28.87919955163847     
SID20135426     55.01081373565412     
SID20135446     50.14517596051741     
SID20135449     57.98201811705183     
SID20135456     56.351662519925625     
SID20135459     43.85520997494241     
SID20135469     26.519080606951448     
SID20135484     43.96549442309515     
SID20135512     42.32638301749292     
SID20135545     87.49569426250852     
SID20135559     50.53761814800483     
SID20135569     55.01374340606903     
SID20135571     21.126566490477924     
SID20135573     33.03889012979812     
SID20135623     38.46925430503237     
SID20135638     41.65241397120853     
SID20135654     85.42862247999959     
SID20135657     51.79950114253587     
SID20135661     30.95176199791904     
SID20135672     83.45381004042058     
SID20135675     32.19909420558017     
SID20135678     76.55954386758104     
SID20135684     53.01872921675254     
SID20135687     51.18518148920617     
SID20135700     65.12260113452584     
SID20135707     43.3446312002604     
SID20135717     88.05620837664924     
SID20135731     41.62152313979865     
SID20135775     32.88486420835277     
SID20135785     47.40727692473384     
SID20135789     56.15238307829214     
SID20135792     52.53090759381295     
SID20135793     74.54285254372519     
SID20135820     82.24378782604883     
SID20135822     53.71719558036649     
SID20135859     42.12696115231916     
SID20135870     30.642970976690773     
SID20135873     50.01509379088415     
SID20135890     36.604791476595054     
SID20135897     38.3476544242412     
SID20135905     43.9728045308301     
SID20135919     50.793285892943295     
SID20135936     102.46108885167365     
SID20135945     79.95004690232469     
SID20135953     54.0233605479099     
SID20136006     107.55855951894404     
SID20136013     56.24671457931542     
SID20136021     77.90651636188825     
SID20136023     59.087947084410864     
SID20136032     44.54972181445344     
SID20136041     48.1805519909499     
SID20136060     39.31819819490413     
SID20136067     30.27302743014048     
SID20136079     49.19573420685025     
SID20136094     52.933216627836714     
SID20136097     56.266694159510784     
SID20136107     76.6135143495449     
SID20136119     50.24751303100186     
SID20136129     53.00172962735457     
SID20136154     58.04648476440488     
SID20136164     45.07548639081033     
SID20136173     52.01375829831464     
SID20136179     48.56999653804715     
SID20136208     42.32887297705852     
SID20136246     42.5955518713288     
SID20136266     84.16310302104881     
SID20136281     42.457545262570164     
SID20136282     50.59991292953768     
SID20136284     47.381959251677145     
SID20136287     63.248921549628946     
SID20136298     48.16177403106695     
SID20136303     57.51404120326616     
SID20136307     38.11161166083713     
SID20136332     63.66376471863319     
SID20136338     42.427154238869456     
SID20136416     52.69075667428629     
SID20136421     45.006584106477774     
SID20136447     57.703591069426864     
SID20136462     77.72703896810036     
SID20136475     53.92002648398596     
SID20136513     43.07033162816444     
SID20136527     49.79846050802243     
SID20136563     85.89242586727299     
SID20136572     37.01459762000885     
SID20136616     50.74751302515732     
SID20136620     50.33869883464136     
SID20136637     56.233314859868074     
SID20136638     51.09860669712279     
SID20136649     48.71843366410352     
SID20136655     37.330877914589934     
SID20136677     40.07157509844217     
SID20136695     51.05214075709141     
SID20136701     46.96438397147993     
SID20136705     43.64241251220583     
SID20136724     78.92690906992362     
SID20136751     44.66909902431563     
SID20136752     56.858523055857226     
SID20136775     35.439802838621226     
SID20136780     54.440148986082264     
SID20136788     33.29796836518294     
SID20136792     56.53454520899752     
SID20136794     49.750451328427836     
SID20136796     33.58467504225502     
SID20136798     46.63167109481235     
SID20136800     62.40908168715518     
SID20136812     84.37021931028625     
SID20136814     68.01836194641099     
SID20136833     53.8472600288932     
SID20136871     44.96308220240017     
SID20136876     77.24566115835083     
SID20136912     56.989693230758604     
SID20136916     86.39806331171371     
SID20136918     41.28930935458984     
SID20136940     55.3353252135975     
SID20136943     56.86586567918417     
SID20136967     46.75663396560848     
SID20137002     45.780085535981925     
SID20137021     38.954442573025545     
SID20137026     83.57893974933931     
SID20137027     60.6958475483124     
SID20137032     38.26699243234905     
SID20137042     41.09026775799079     
SID20137092     41.41759814602506     
SID20137097     35.09409484897174     
SID20137137     38.854948729784155     
SID20137140     87.08655689561503     
SID20137152     60.88745189761313     
SID20137166     44.16253748243384     
SID20137174     39.73629093379762     
SID20137184     29.48177786672643     
SID20137187     83.4959239029276     
SID20137215     46.62739207536598     
SID20137235     53.20883082355857     
SID20137236     58.53380997227012     
SID20137257     102.88978434033501     
SID20137275     48.912363152133416     
SID20137312     51.640970023499975     
SID20137336     56.77838099131564     
SID20137360     49.77321753476983     
SID20137361     52.78720661974949     
SID20137365     85.43122778901052     
SID20137380     53.17232058658603     
SID20137385     80.45614456926668     
SID20137396     43.36485807833571     
SID20137398     50.186033044564944     
SID20137402     66.0842816636767     
SID20137405     40.76010321806658     
SID20137424     38.17604783264868     
SID20137434     45.65002340660445     
SID20137438     41.32973441154251     
SID20137440     32.26263325065498     
SID20137461     46.04122891596617     
SID20137467     77.82886233060705     
SID20137473     108.70977019979671     
SID20137478     49.768572001264076     
SID20137485     51.14718066286599     
SID20137547     59.62514962555066     
SID20137561     46.10416098713939     
SID20137574     43.50557201958402     
SID20137601     47.609055880484284     
SID20137616     39.13067916678225     
SID20137639     56.71422273728745     
SID20137649     90.2931627928211     
SID20137672     57.507234397622305     
SID20137674     52.31485186627434     
SID20137718     62.65661433082002     
SID20137763     44.87589061768901     
SID20137797     44.48484090839149     
SID20137809     47.76650732462466     
SID20137811     43.97657672611656     
SID20137844     55.40748663753935     
SID20137865     47.74748701292518     
SID20137868     38.995639602869566     
SID20137911     43.036138771070384     
SID20137917     56.21608095784924     
SID20137918     44.55518183712909     
SID20137928     50.582493861055184     
SID20137931     43.914289596799094     
SID20137973     53.31547109101831     
SID20137981     55.117119673169405     
SID20137984     47.304452542784794     
SID20137992     31.349306996699493     
SID20138021     49.92329331793982     
SID20138022     35.40140592474791     
SID20138029     23.487313288622534     
SID20138035     81.07433606103956     
SID20138039     23.024163842754287     
SID20138050     53.48876242623052     
SID20138084     62.11891979156113     
SID20138091     78.94635947570914     
SID20138108     65.30636240935804     
SID20138144     54.16553572358834     
SID20138150     44.86390986269268     
SID20138156     50.745036245263364     
SID20138175     49.12223289985427     
SID20138176     50.218533139120076     
SID20138204     45.70475221653524     
SID20138208     46.50654417566802     
SID20138213     29.308403326955755     
SID20138246     45.86706827373494     
SID20138248     56.32817558237696     
SID20138257     43.99971788333727     
SID20138259     45.44741699070149     
SID20138292     38.259960936188484     
SID20138311     42.679441706534554     
SID20138315     81.94204900302122     
SID20138349     48.32883615919104     
SID20138360     59.477629604373405     
SID20138394     52.26492575025556     
SID20138428     72.93562892862914     
SID20138432     58.5647782531802     
SID20138433     31.85320886671863     
SID20138440     36.11670149587807     
SID20138442     51.80755067140828     
SID20138449     75.9484279287092     
SID20138450     49.78088724029769     
SID20138452     79.78786220945634     
SID20138453     43.50149714293875     
SID20138475     77.27496904055083     
SID20138486     49.29643564571168     
SID20138501     51.06232089347533     
SID20138503     58.653364114663006     
SID20138509     44.75831987355363     
SID20138510     46.17912058498784     
SID20138514     81.15946917463985     
SID20138520     32.435640098062805     
SID20138523     38.263156919929536     
SID20138530     33.81040583158048     
SID20138558     42.14744002179619     
SID20138574     53.302840168631256     
SID20138582     47.51401769097986     
SID20138588     60.10290814622569     
SID20138591     31.63557626258032     
SID20138594     49.38266233509103     
SID20138633     45.05498717437714     
SID20138640     81.27653342619722     
SID20138663     43.41971124544811     
SID20138683     40.80777458796192     
SID20138684     42.12739003359823     
SID20138692     92.67979799545793     
SID20138696     44.79672510285242     
SID20138744     48.91693476315647     
SID20138779     23.68045869066259     
SID20138788     53.57194639338016     
SID20138791     82.79688847875259     
SID20138829     53.301339387641995     
SID20138842     45.12381554919705     
SID20138845     38.546517837414605     
SID20138866     47.5462211928897     
SID20138867     52.78084941171735     
SID20138886     52.39722090456046     
SID20138909     45.958851971874054     
SID20138916     52.788072212342534     
SID20138918     56.13876494229838     
SID20138923     50.885232986149276     
SID20138933     42.851941245382825     
SID20138939     45.91865876787798     
SID20138945     61.43980589413684     
SID20138952     39.26294686856275     
SID20138981     61.61763304413762     
SID20138989     41.73720509048046     
SID20138999     42.5581597301983     
SID20139009     50.038111133422106     
SID20139010     39.68005781780597     
SID20139016     51.68160218488967     
SID20139017     48.64279004654384     
SID20139023     46.792716428522446     
SID20139028     38.53419326367889     
SID20139081     53.724014681948184     
SID20139097     45.85270538868856     
SID20139101     45.8561088084721     
SID20139106     42.56005165106984     
SID20139125     48.812881008951415     
SID20139134     51.5924447803801     
SID20139148     73.18151019990107     
SID20139169     36.53869878965851     
SID20139174     50.62737375927078     
SID20139175     57.8942322560154     
SID20139190     49.687465718101684     
SID20139193     78.66031190152613     
SID20139226     72.85677748753909     
SID20139236     41.28317320456856     
SID20139243     83.6920817207818     
SID20139260     48.764457276566745     
SID20139297     40.427345985463255     
SID20139301     37.086038224082714     
SID20139325     84.22285116890083     
SID20139329     46.73105904810241     
SID20139360     43.93505880495717     
SID20139373     42.48611494388614     
SID20139419     54.148463367362304     
SID20139425     46.32174891244545     
