
======================================================================
Điểm Trung Tâm: Centroid {Exam3=65.92465753424658, Exam4=61.86643835616438, Exam5=78.09931506849315, Exam6=71.09246575342466, Exam1=60.52054794520548, Exam2=36.407534246575345, Exam7=77.61986301369863}
MSSV             KHOẢNG CÁCH TỚI TT         
SID20131364     44.325155131854174     
SID20131420     31.038423945564347     
SID20131501     38.512942950691425     
SID20131998     47.634598706206134     
SID20132095     32.22162435528469     
SID20132193     39.66909610366887     
SID20132222     28.092560940623848     
SID20132536     42.50076785040357     
SID20132880     50.1581764534375     
SID20133350     38.40724720331972     
SID20133376     42.77033515468123     
SID20133442     28.82244049509125     
SID20133848     34.57224212295384     
SID20134101     45.07908037052197     
SID20134198     31.35250630229649     
SID20134382     27.890813176648674     
SID20134409     57.13352715707428     
SID20134428     43.023809043205674     
SID20134445     40.87929350828988     
SID20134504     27.809408715026233     
SID20134852     40.95529044969774     
SID20134979     30.361298038108135     
SID20135090     29.11644419685237     
SID20135153     76.90765807521136     
SID20135226     39.59296577811233     
SID20135382     30.747650440316978     
SID20135820     57.38645901981409     
SID20135873     22.529589236414598     
SID20135945     53.94606826797044     
SID20136097     46.710785260523295     
SID20136246     34.003427416851316     
SID20136307     34.86215802836143     
SID20136724     57.67552299550828     
SID20136788     30.03833499453258     
SID20136833     43.09872619209003     
SID20137140     69.22447252699743     
SID20137187     61.42218761072905     
SID20137360     42.10497555520053     
SID20137424     35.20848172929523     
SID20137547     41.2062162079372     
SID20137928     35.55278047327306     
SID20138022     23.018162737697004     
SID20138035     48.04721059495639     
SID20138091     67.26450697069656     
SID20138257     36.09500678001377     
SID20138311     35.17227943248258     
SID20138452     58.395500220103344     
SID20138520     22.295037396950736     
SID20138692     71.89494948203652     
SID20138696     47.23194219767284     
SID20139148     61.645641621185156     
SID20139325     63.282527458790135     
SID20139595     32.293816905712006     
SID20139795     42.02453858421723     
SID20139839     39.71103061877649     
SID20141286     41.69581867850969     
SID20141292     39.69628093321454     
SID20141431     34.9716156048142     
SID20141432     45.30180596883839     
SID20141616     41.27779504484595     
SID20142958     41.039826055533155     
SID20143081     41.687686588240624     
SID20143163     75.26892558210763     
SID20143185     43.16637367001198     
SID20143272     31.426259535965187     
SID20143483     66.35680995028322     
SID20143727     35.53659401869065     
SID20143755     38.33781254340972     
SID20143766     27.58225917684328     
SID20144411     32.06030587937951     
SID20144569     38.192377951985684     
SID20144639     39.88219202196185     
SID20144674     25.205053460143503     
SID20145082     42.47029817152226     
SID20145133     49.37499985154077     
SID20145232     28.989255107875987     
SID20145529     40.27134243228745     
SID20145597     45.90833847839083     
SID20145708     45.496727950208324     
SID20145780     31.302766859806127     
SID20145874     31.33535238304794     
SID20146091     56.24061742811698     
SID20146265     29.614651722433283     
SID20147259     40.93237231691239     
SID20147463     42.54763882101756     
SID20147589     28.638276559741755     
SID20147597     47.986872427864526     
SID20148076     65.94549581706721     
SID20148281     76.74754152992521     
SID20148325     23.252931632758337     
SID20148334     39.67833240440487     
SID20148337     66.70026129570253     
SID20148359     33.15365112536462     
SID20148365     59.848726489328456     
SID20148765     23.34523933012354     
SID20148980     49.04212817942395     
SID20149001     43.193022418929154     
SID20149469     45.11196338529988     
SID20149753     35.525124151170665     
SID20149772     40.732844032087804     
SID20151401     47.695813341840086     
SID20151983     40.102183617449015     
SID20151986     45.483176862032614     
SID20152063     57.14371626845587     
SID20152117     27.679430707878613     
SID20152350     34.90152772783608     
SID20152675     27.48125501979374     
SID20152923     57.4940752819926     
SID20153201     33.18503841678073     
SID20153251     70.0116932067931     
SID20153618     58.98095984331114     
SID20153698     38.24032056859573     
SID20153998     41.35190021553473     
SID20154593     58.60145336394865     
SID20154607     47.92438601300191     
SID20154730     59.919239546859224     
SID20154892     46.890796268811776     
SID20155200     35.51230050351539     
SID20155316     41.51893685041762     
SID20155555     36.613029074509576     
SID20155565     47.421097344466304     
SID20155697     31.55295929824392     
SID20155774     31.197232612339477     
SID20155851     70.49492496595829     
SID20156026     38.738058620458986     
SID20156129     46.732188688897494     
SID20156145     27.455821189484862     
SID20156386     49.0709598794474     
SID20156700     41.261530485561046     
SID20156747     64.39491966632774     
SID20157279     55.239579635301865     
SID20157547     47.780679673542515     
SID20158019     52.360841605414656     
SID20158793     44.25742172181902     
SID20158796     37.742914522344726     
SID20159041     33.07888341748962     
SID20159074     31.535371433289654     
SID20159327     28.66744001805822     
SID20159812     64.23730774425452     
SID20159915     35.91256783004899     
SID20159925     35.016535145946726     
SID20161170     39.97430931060846     
SID20161326     51.72781962028187     
SID20161581     32.390810161871386     
SID20161648     49.72024677238412     
SID20161661     37.129819378122214     
SID20161923     47.305769371389616     
SID20162358     40.52946071294456     
SID20162369     28.735809971587937     
SID20162415     33.60966807961427     
SID20162488     32.162049991484054     
SID20162902     44.401887309449144     
SID20163049     58.72340722016333     
SID20163403     34.71745338073863     
SID20163580     35.027584932879144     
SID20163751     52.45128392787079     
SID20163798     69.33060706566094     
SID20164205     41.96419128335108     
SID20164501     57.62473243687855     
SID20164605     43.032325306664006     
SID20164631     53.09625719528515     
SID20164638     48.10192012725367     
SID20164653     42.85248902711607     
SID20165403     26.09860505241835     
SID20165555     43.133992340973464     
SID20165822     34.98502900063493     
SID20166276     41.628331789779     
SID20166772     45.44506160231584     
SID20166963     55.945119213067265     
SID20167422     38.030091646137585     
SID20167508     33.214437064591856     
SID20167692     55.30891014878616     
SID20167740     49.59169099576161     
SID20167752     74.92475810747031     
SID20167783     27.72405971447868     
SID20167870     44.11481199933772     
SID20168034     31.060924347136794     
SID20168039     41.05884760321501     
SID20168082     32.82707172040953     
SID20168088     26.152218941136336     
SID20168127     45.03895035073326     
SID20168425     46.78733796553609     
SID20168551     33.48604586800146     
SID20168688     43.857648706533254     
SID20168922     41.36506608880774     
SID20168971     37.416851114517264     
SID20169207     31.098058467959657     
SID20169361     28.41377597458971     
SID20169565     28.025921111986083     
SID20169650     40.32292840984061     
SID20169943     30.800065503131403     
SID20171255     41.093780910470294     
SID20171328     27.649349011334962     
SID20171473     46.357901094649385     
SID20171484     38.60681935553109     
SID20171622     61.91498972628038     
SID20172073     37.08450449113955     
SID20172380     68.3237673557461     
SID20172675     51.64718488194745     
SID20172792     50.83178201080939     
SID20173433     45.44378049504813     
SID20173574     36.610597042647406     
SID20173629     41.48114187058495     
SID20173994     36.35621228873391     
SID20173995     43.00995656547805     
SID20174384     61.533097737631955     
SID20174489     38.621896435988916     
SID20174766     37.18300071062716     
SID20175161     33.75820844975207     
SID20175339     37.89332802710508     
SID20175389     38.497200495050144     
SID20175607     33.73720245541609     
SID20175620     63.520465319841925     
SID20175862     52.81306067122922     
SID20175952     65.36504601449187     
SID20176043     40.4025996984655     
SID20176153     31.271242545502584     
SID20176718     34.252989981436926     
SID20176775     39.373782138990556     
SID20176946     24.515445104990757     
SID20177102     30.203083067428846     
SID20177195     44.53065967887227     
